"","Row.names","Valid_LIB.C.150","endemic.TNRS","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"211","Calamagrostis_villosa","Calamagrostis_villosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Calathiana_bavarica","Gentiana_bavarica","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Calathiana_brachyphylla","Gentiana_brachyphylla","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"214","Calathiana_orbicularis","Gentiana_orbicularis","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"215","Calathiana_verna","Gentiana_verna","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"216","Callianthemum_coriandrifolium","Callianthemum_coriandrifolium","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"217","Calluna_vulgaris","Calluna_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","Caltha_palustris","Caltha_palustris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Calystegia_sepium","Convolvulus_sepium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Camelina_microcarpa","Camelina_microcarpa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","Campanula_alpestris","Campanula_alpestris","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"222","Campanula_cenisia","Campanula_alpestris","1",1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
"223","Campanula_glomerata","Campanula_glomerata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Campanula_latifolia","Campanula_latifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","Campanula_linifolia","Campanula_stenocodon","0",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
"226","Campanula_patula","Campanula_patula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Campanula_persicifolia","Campanula_persicifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Campanula_rapunculoides","Campanula_rapunculoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Campanula_rhomboidalis","Campanula_rhomboidalis","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"230","Campanula_rotundifolia","Campanula_rotundifolia","1",1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
"231","Campanula_spicata","Campanula_glomerata_subsp._glomerata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","Campanula_trachelium","Campanula_trachelium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Capsella_bursa_pastoris","Capsella_bursa-pastoris","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"234","Cardamine_alpina","Cardamine_alpina","0",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"235","Cardamine_bellidifolia","Cardamine_alpina","0",1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"236","Cardamine_heptaphylla","Cardamine_heptaphylla","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Cardamine_hirsuta","Cardamine_flexuosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","Cardamine_impatiens","Cardamine_impatiens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","Cardamine_pentaphyllos","Cardamine_pentaphyllos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","Cardamine_resedifolia","Cardamine_resedifolia","0",1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
"241","Carduus_acanthoides","Carduus_tenuiflorus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Carduus_carlinifolius","Carduus_defloratus_subsp._carlinifolius","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"243","Carduus_defloratus","Carduus_defloratus","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"244","Carduus_medius","Carduus_defloratus_subsp._medius","0",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"245","Carduus_nutans","Carduus_nutans","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","Carduus_personata","Carduus_personata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","Carex_acutiformis","Carex_hispida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","Carex_alba","Carex_alba","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","Carex_atrata","Carex_atrata","0",1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
"250","Carex_bicolor","Carex_bicolor","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"251","Carex_capillaris","Carex_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Carex_caryophyllea","Carex_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Carex_cespitosa","Carex_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","Carex_chillanensis","Carex_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","Carex_davalliana","Carex_davalliana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Carex_digitata","Carex_digitata","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"257","Carex_echinata","Carex_hispida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Carex_ferruginea","Carex_ferruginea","0",1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
"259","Carex_flacca","Carex_flacca","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Carex_flava","Carex_flava","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Carex_foetida","Carex_foetida","0",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"262","Carex_frigida","Carex_frigida","0",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"263","Carex_hirta","Carex_hirta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Carex_hordeistichos","Carex_hordeistichos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Carex_hostiana","Carex_hostiana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Carex_humilis","Carex_humilis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Carex_liparocarpos","Carex_liparocarpos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Carex_macloviana","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Carex_montana","Carex_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Carex_muricata","Carex_echinata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Carex_pallescens","Carex_pallescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Carex_panicea","Carex_panicea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Carex_planostachys","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Carex_rostrata","Carex_rostrata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Carex_rupestris","Carex_rupestris","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"276","Carex_spicata","Carex_spicata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Carex_sylvatica","Carex_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Carex_vesicaria","Carex_vesicaria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Carex_viridula","Carex_viridula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Carex_vulpina","Carex_vulpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Carlina_acanthifolia","Carlina_acanthifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Carlina_acaulis","Carlina_acaulis","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"283","Carlina_biebersteinii","Carlina_biebersteinii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Carlina_vulgaris","Carlina_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Carum_carvi","Carum_carvi","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Cassida_alpina","Scutellaria_alpina","0",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"287","Catananche_caerulea","Catananche_caerulea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Caucalis_platycarpos","Caucalis_platycarpos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Cedrus_atlantica","Cedrus_atlantica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Centaurea_jacea","Centaurea_jacea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Centaurea_scabiosa","Centaurea_scabiosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Centaurea_solstitialis","Centaurea_solstitialis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Centaurea_stoebe","Centaurea_stoebe","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Centaurea_uniflora","Centaurea_uniflora","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"295","Centaurium_erythraea","Centaurium_erythraea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Centranthus_angustifolius","Centranthus_angustifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Centranthus_calcitrapae","Centranthus_calcitrapae","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Cephalanthera_damasonium","Cephalanthera_damasonium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Cephalanthera_longifolia","Cephalanthera_longifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Cephalaria_alpina","Cephalaria_alpina","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Cerastium_alpinum","Cerastium_alpinum","0",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"302","Cerastium_arvense","Cerastium_arvense","1",1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"303","Cerastium_cerastoides","Cerastium_cerastoides","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"304","Cerastium_fontanum","Cerastium_fontanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Cerastium_latifolium","Cerastium_latifolium","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"306","Cerastium_pedunculatum","Cerastium_pedunculatum","1",1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1
"307","Cerastium_pumilum","Cerastium_pumilum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Cerastium_semidecandrum","Cerastium_semidecandrum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Cerastium_uniflorum","Cerastium_uniflorum","0",1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
"310","Cerasus_avium","Prunus_avium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Cerinthe_glabra","Cerinthe_glabra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Cerinthe_minor","Cerinthe_minor","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Chaenorhinum_rubrifolium","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Chaenorrhinum_minus","Chaenorrhinum_minus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Chaerophyllum_aureum","Chaerophyllum_aureum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Chaerophyllum_temulum","Chaerophyllum_temulum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Chaerophyllum_villarsii","Chaerophyllum_villarsii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Chamaedrys_montana","Teucrium_montanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Chamaenerion_montanum","Epilobium_montanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Chamerion_dodonaei","Epilobium_dodonaei","0",1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"321","Chamorchis_alpina","Chamorchis_alpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Chara_Linnaeus","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Chelidonium_majus","Chelidonium_majus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Chenopodium_album","Chenopodium_album","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Chenopodium_bonus_henricus","Blitum_bonus-henricus","0",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"326","Chondrilla_juncea","Chondrilla_juncea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Chrysosplenium_alternifolium","Chrysosplenium_alternifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Cichorium_intybus","Cichorium_intybus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Cirsium_acaule","Cirsium_acaulon","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"330","Cirsium_arvense","Cirsium_arvense","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Cirsium_eriophorum","Cirsium_eriophorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Cirsium_monspessulanum","Cirsium_monspessulanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","Cirsium_palustre","Cirsium_palustre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Cirsium_spinosissimum","Cirsium_spinosissimum","1",1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
"335","Cirsium_vulgare","Cirsium_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Cladium_mariscus","Cladium_mariscus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Clematis_vitalba","Clematis_vitalba","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Clinopodium_acinos","Clinopodium_acinos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Clinopodium_alpinum","Clinopodium_alpinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Clinopodium_grandiflorum","Clinopodium_grandiflorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Clinopodium_nepeta","Clinopodium_nepeta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Clinopodium_vulgare","Clinopodium_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Coincya_monensis","Coincya_monensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Coincya_richeri","Coincya_richeri","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Colchicum_alpinum","Colchicum_alpinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Colchicum_autumnale","Colchicum_autumnale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Colutea_arborescens","Colutea_arborescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Compl_ment_flore","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Consolida_regalis","Delphinium_consolida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Convallaria_majalis","Convallaria_majalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Convolvulus_arvensis","Convolvulus_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Conyza_canadensis","Erigeron_canadensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Corallorhiza_trifida","Corallorhiza_trifida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Coristospermum_ferulaceum","Coristospermum_ferulaceum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Cormus_domestica","Sorbus_domestica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Coronilla_minima","Coronilla_minima","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","Coronilla_vaginalis","Coronilla_vaginalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Corydalis_intermedia","Corydalis_intermedia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Corydalis_solida","Corydalis_solida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Corylus_avellana","Corylus_avellana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Cotoneaster_integerrimus","Cotoneaster_integerrimus","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"362","Cotoneaster_tomentosus","Cotoneaster_tomentosus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Crataegus_laevigata","Crataegus_laevigata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Crataegus_monogyna","Crataegus_monogyna","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Crepis_aurea","Crepis_aurea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Crepis_biennis","Crepis_biennis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Crepis_conyzifolia","Crepis_conyzifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Crepis_foetida","Crepis_foetida","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Crepis_nicaeensis","Crepis_nicaeensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Crepis_paludosa","Crepis_paludosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Crepis_pontana","Crepis_pontana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Crepis_pygmaea","Crepis_pygmaea","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"373","Crepis_pyrenaica","Crepis_pyrenaica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Crepis_vesicaria","Crepis_vesicaria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Crocus_vernus","Crocus_flavus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Cruciata_glabra","Cruciata_glabra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Cruciata_laevipes","Cruciata_laevipes","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Crupina_vulgaris","Crupina_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Cryptogramma_crispa","Cryptogramma_crispa","0",1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"380","Cucubalus_baccifer","Silene_baccifera","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Cuscuta_epilinum","Cuscuta_epilinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Cuscuta_epithymum","Cuscuta_epithymum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Cuscuta_europaea","Cuscuta_europaea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Cuscuta_planiflora","Cuscuta_planiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Cyanus_montanus","Cyanus_montanus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","Cyanus_segetum","Cyanus_segetum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Cynoglossum_officinale","Cynoglossum_officinale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Cynosurus_cristatus","Cynosurus_cristatus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Cypripedium_calceolus","Cypripedium_calceolus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Cystopteris_dickieana","Cystopteris_dickieana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Cystopteris_fragilis","Cystopteris_fragilis","0",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"392","Cytisophyllum_sessilifolium","Cytisophyllum_sessilifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Dactylis_glomerata","Dactylis_glomerata","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Dactylorhiza_fuchsii","Dactylorhiza_fuchsii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Dactylorhiza_incarnata","Dactylorhiza_incarnata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Dactylorhiza_lapponica","Dactylorhiza_traunsteineri_subsp._lapponica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","Dactylorhiza_maculata","Dactylorhiza_maculata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Dactylorhiza_majalis","Dactylorhiza_majalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Dactylorhiza_sambucina","Dactylorhiza_sambucina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Dactylorhiza_viridis","Dactylorhiza_viridis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Danthonia_decumbens","Danthonia_decumbens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Daphne_alpina","Daphne_alpina","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"403","Daphne_cneorum","Daphne_cneorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Daphne_laureola","Daphne_laureola","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Daphne_mezereum","Daphne_mezereum","0",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"406","Dasistepha_asclepiadea","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Daucus_carota","Daucus_carota","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Deschampsia_cespitosa","Deschampsia_cespitosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Deschampsia_flexuosa","Avenella_flexuosa","0",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"410","Descurainia_sophia","Descurainia_sophia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Descurainia_tanacetifolia","Descurainia_tanacetifolia","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Dianthus_carthusianorum","Dianthus_carthusianorum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Dianthus_caryophyllus","Dianthus_caryophyllus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Dianthus_deltoides","Dianthus_deltoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Dianthus_hyssopifolius","Dianthus_hyssopifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Dianthus_pavonius","Dianthus_pavonius","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Diaphyllum_longifolium","Bupleurum_longifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Digitalis_grandiflora","Digitalis_grandiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Digitalis_lutea","Digitalis_lutea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","Dioscorea_communis","Dioscorea_communis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Dittrichia_graveolens","Dittrichia_graveolens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Doronicum_grandiflorum","Doronicum_grandiflorum","0",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"423","Doronicum_pardalianches","Doronicum_pardalianches","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
