"","Valid_LIB.C.150","Alien_origin","rep.1..length.pezalps.TNRS.phy.tip.label..","endemic.TNRS","Ecrins.NP","Summits","Persistent","Under.Ice","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"238","Cardamine_pentaphyllos","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","Cardamine_resedifolia","",1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
"240","Carduus_defloratus","",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"241","Carduus_defloratus_subsp._carlinifolius","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"242","Carduus_defloratus_subsp._medius","",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"243","Carduus_nutans","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Carduus_personata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Carduus_tenuiflorus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","Carex_alba","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","Carex_atrata","",1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
"248","Carex_bicolor","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"249","Carex_curvula","",0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
"250","Carex_davalliana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","Carex_digitata","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"252","Carex_echinata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Carex_ferruginea","",1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
"254","Carex_flacca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","Carex_flava","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Carex_foetida","",1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"257","Carex_frigida","",1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"258","Carex_hirta","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Carex_hispida","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Carex_hordeistichos","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Carex_hostiana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","Carex_humilis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Carex_liparocarpos","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Carex_macloviana","North Eurasia, America",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Carex_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Carex_myosuroides","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"267","Carex_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Carex_pallescens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Carex_panicea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Carex_paniculata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Carex_planostachys","Central to North America",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Carex_rostrata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Carex_rupestris","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"274","Carex_spicata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Carex_sylvatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Carex_tomentosa","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Carex_vesicaria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Carex_viridula","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Carex_vulpina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Carlina_acanthifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Carlina_acaulis","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"282","Carlina_biebersteinii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Carlina_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Carum_carvi","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Catananche_caerulea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Caucalis_platycarpos","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Cedrus_atlantica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Centaurea_jacea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Centaurea_scabiosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Centaurea_solstitialis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Centaurea_stoebe","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Centaurea_uniflora","",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"293","Centaurium_erythraea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Centranthus_angustifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Centranthus_calcitrapae","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Cephalanthera_damasonium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Cephalanthera_longifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Cephalanthera_rubra","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Cephalaria_alpina","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Cerastium_alpinum","",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"301","Cerastium_arvense","",1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
"302","Cerastium_cerastoides","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"303","Cerastium_fontanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","Cerastium_latifolium","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"305","Cerastium_pedunculatum","",0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1
"306","Cerastium_pumilum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","Cerastium_semidecandrum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Cerastium_uniflorum","",1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
"309","Cerinthe_glabra","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Cerinthe_minor","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Chaenorrhinum_minus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Chaenorrhinum_rubrifolium","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Chaerophyllum_aureum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Chaerophyllum_temulum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Chaerophyllum_villarsii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Chamorchis_alpina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Chelidonium_majus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Chenopodium_album","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Chondrilla_juncea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Chrysosplenium_alternifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Cichorium_intybus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Cirsium_acaulon","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"323","Cirsium_arvense","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Cirsium_eriophorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Cirsium_monspessulanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Cirsium_palustre","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Cirsium_spinosissimum","",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
"328","Cirsium_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Cladium_mariscus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Clematis_alpina","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Clematis_vitalba","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Clinopodium_acinos","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","Clinopodium_alpinum","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"334","Clinopodium_grandiflorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Clinopodium_nepeta","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Clinopodium_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Coincya_monensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Coincya_richeri","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Colchicum_alpinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Colchicum_autumnale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Colchicum_bulbocodium","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Colutea_arborescens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Comastoma_tenellum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Convallaria_majalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Convolvulus_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Convolvulus_sepium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Corallorhiza_trifida","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Coristospermum_ferulaceum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Cornus_sanguinea","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Coronilla_minima","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Coronilla_vaginalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Coronilla_varia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Corydalis_intermedia","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Corydalis_solida","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Corylus_avellana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Cotoneaster_integerrimus","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"357","Cotoneaster_tomentosus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Crataegus_laevigata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Crataegus_monogyna","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Crepis_aurea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Crepis_biennis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Crepis_conyzifolia","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Crepis_foetida","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Crepis_nicaeensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Crepis_paludosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Crepis_pontana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Crepis_pygmaea","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"368","Crepis_pyrenaica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Crepis_vesicaria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Crocus_flavus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Cruciata_glabra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Cruciata_laevipes","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Crupina_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Cryptogramma_crispa","",0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"375","Cuscuta_epilinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Cuscuta_epithymum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Cuscuta_europaea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Cuscuta_planiflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Cyanus_montanus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Cyanus_segetum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Cynoglossum_officinale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Cynosurus_cristatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Cypripedium_calceolus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Cystopteris_dickieana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Cystopteris_fragilis","",0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"386","Cytisophyllum_sessilifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Dactylis_glomerata","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Dactylorhiza_fuchsii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Dactylorhiza_incarnata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Dactylorhiza_maculata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Dactylorhiza_majalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","Dactylorhiza_sambucina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Dactylorhiza_traunsteineri_subsp._lapponica","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Dactylorhiza_viridis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Danthonia_decumbens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Daphne_alpina","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"397","Daphne_cneorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Daphne_laureola","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Daphne_mezereum","",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"400","Daucus_carota","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Delphinium_consolida","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Deschampsia_cespitosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Descurainia_sophia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Descurainia_tanacetifolia","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Dianthus_carthusianorum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Dianthus_caryophyllus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Dianthus_deltoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Dianthus_hyssopifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Dianthus_pavonius","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","Digitalis_grandiflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Digitalis_lutea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Dioscorea_communis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Dittrichia_graveolens","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Doronicum_grandiflorum","",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"415","Doronicum_pardalianches","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Dorycnium_pentaphyllum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Draba_aizoides","",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"418","Draba_dubia","",1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"419","Draba_fladnizensis","",1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"420","Draba_siliquosa","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"421","Draba_verna","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Dracocephalum_austriacum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","Dracocephalum_ruyschiana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Drosera_rotundifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Dryas_octopetala","",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"426","Drymocallis_rupestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Drymochloa_sylvatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Dryopteris_dilatata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Dryopteris_expansa","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Dryopteris_filix-mas","",0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"431","Dryopteris_mindshelkensis","Caucasus, Russia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Echinops_ritro","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","Echinops_sphaerocephalus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Echium_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Eleocharis_mamillata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Eleocharis_palustris_subsp._palustris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Eleocharis_quinqueflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Eleocharis_uniglumis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Elymus_caninus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Elytrigia_intermedia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Elytrigia_repens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Empetrum_nigrum","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"443","Epilobium_alpestre","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Epilobium_alsinifolium","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"445","Epilobium_anagallidifolium","",1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
"446","Epilobium_angustifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","Epilobium_collinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Epilobium_dodonaei","",0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"449","Epilobium_hirsutum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Epilobium_montanum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Epilobium_palustre","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Epilobium_parviflorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Epipactis_atrorubens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Epipactis_helleborine","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Epipactis_palustris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Epipogium_aphyllum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Equisetum_arvense","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Equisetum_hyemale","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Equisetum_palustre","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Equisetum_telmateia","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Equisetum_variegatum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Erigeron_acris","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"463","Erigeron_alpinus","",0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"464","Erigeron_annuus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Erigeron_atticus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Erigeron_canadensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Erigeron_glabratus","",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"468","Erigeron_neglectus","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Erigeron_schleicheri","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"470","Erigeron_uniflorus","",1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
"471","Erinus_alpinus","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"472","Eriophorum_angustifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Eriophorum_latifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Eriophorum_scheuchzeri","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"475","Eritrichium_nanum","",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
"476","Erodium_cicutarium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Erucastrum_nasturtiifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Ervilia_sylvatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
