Id_station,Taxon_saisi,Taxon enregistré,Taxon_reference,Taxon_complet,Herb,inf_1m,1a4m,Sup_4m,Date,Secteur,Commune,Acces,Observateurs,Niveau,Programme,IdSophie,Pointage,Surface,Homogene,Exposition,Altitude,Micro-reliefs,Meso-relief_longitudinal,meso-relief_lateral,Canopee,Ligneux_hauts,Ligneux_bas,Ligneux_tbas,Herbaces,Mousses,Litiere,Codes_delphine,Remarques,Pdop,L93X,L93Y,Relue
3464,"Fragaria vesca L., 1753","Fragaria vesca L., 1753","Fragaria vesca L., 1753","Fragaria vesca L., 1753",+,,,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Fraxinus excelsior L., 1753","Fraxinus excelsior L., 1753","Fraxinus excelsior L., 1753","Fraxinus excelsior L., 1753",,+,,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Lonicera xylosteum L., 1753","Lonicera xylosteum L., 1753","Lonicera xylosteum L., 1753","Lonicera xylosteum L., 1753",,1,,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Polygonatum odoratum (Mill.) Druce, 1906","Polygonatum odoratum (Mill.) Druce, 1906","Polygonatum odoratum (Mill.) Druce, 1906","Polygonatum odoratum (Mill.) Druce, 1906",+,,,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Polypodium vulgare L., 1753","Polypodium vulgare L., 1753","Polypodium vulgare L., 1753","Polypodium vulgare L., 1753",+,,,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Quercus pubescens subsp. lanuginosa (Lam.) O.Schwarz, 1934 [nom. cons.]","Quercus pubescens subsp. lanuginosa (Lam.) O.Schwarz, 1934 [nom. cons.]","Quercus pubescens subsp. lanuginosa (Lam.) O.Schwarz, 1934 [nom. cons.]","Quercus pubescens subsp. lanuginosa (Lam.) O.Schwarz, 1934 [nom. cons.]",,,1,2,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Sorbus aria (L.) Crantz, 1763","Sorbus aria (L.) Crantz, 1763","Sorbus aria (L.) Crantz, 1763","Sorbus aria (L.) Crantz, 1763",,,2,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Sorbus aucuparia L., 1753","Sorbus aucuparia L., 1753","Sorbus aucuparia L., 1753","Sorbus aucuparia L., 1753",,+,,,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3464,"Tilia platyphyllos Scop., 1771","Tilia platyphyllos Scop., 1771","Tilia platyphyllos Scop., 1771","Tilia platyphyllos Scop., 1771",,,,3,23/10/12,Vallouise,Pelvoux,"Bois au-dessus d'une barre rocheuse surplombant le départ de la via ferrata ""sportive"" des Claux",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud Est,1320,,4,3,15,90,30,10,15,1,79,,,0,974289.5421,6425923.075,oui
3465,"Acer pseudoplatanus L., 1753","Acer pseudoplatanus L., 1753","Acer pseudoplatanus L., 1753","Acer pseudoplatanus L., 1753",,,2,3,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Anemone hepatica L., 1753","Anemone hepatica L., 1753","Anemone hepatica L., 1753","Anemone hepatica L., 1753",2,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Angelica sylvestris L., 1753","Angelica sylvestris L., 1753","Angelica sylvestris L., 1753","Angelica sylvestris L., 1753",+,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Aruncus dioicus (Walter) Fernald, 1939","Aruncus dioicus (Walter) Fernald, 1939","Aruncus dioicus (Walter) Fernald, 1939","Aruncus dioicus (Walter) Fernald, 1939",2,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Clematis alpina (L.) Mill., 1768","Clematis alpina (L.) Mill., 1768","Clematis alpina (L.) Mill., 1768","Clematis alpina (L.) Mill., 1768",,+,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Dryopteris filix-mas (L.) Schott, 1834","Dryopteris filix-mas (L.) Schott, 1834","Dryopteris filix-mas (L.) Schott, 1834","Dryopteris filix-mas (L.) Schott, 1834",+,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Euonymus latifolius (L.) Mill., 1768","Euonymus latifolius (L.) Mill., 1768","Euonymus latifolius (L.) Mill., 1768","Euonymus latifolius (L.) Mill., 1768",,,2,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Fragaria vesca L., 1753","Fragaria vesca L., 1753","Fragaria vesca L., 1753","Fragaria vesca L., 1753",+,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Fraxinus excelsior L., 1753","Fraxinus excelsior L., 1753","Fraxinus excelsior L., 1753","Fraxinus excelsior L., 1753",,1,,3,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Polypodium vulgare L., 1753","Polypodium vulgare L., 1753","Polypodium vulgare L., 1753","Polypodium vulgare L., 1753",1,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3465,"Salvia glutinosa L., 1753","Salvia glutinosa L., 1753","Salvia glutinosa L., 1753","Salvia glutinosa L., 1753",1,,,,23/10/12,Vallouise,Pelvoux,"Départ de la via ferrata ""sportive"" des Claux - Pelvoux (2)",Marie-Geneviève Nicolas,P,Aucun programme complémentaire,0,Carte IGN 1:25 000,100 m2,Oui,Sud,1300,"23 Couloir (entre les éprerons rocheux), 21 Eperons rocheux, rochers brisés, rochillons, petites vires, gradins rocheux",4,1,20,80,25,5,50,1,49,,,0,974355.4507,6425963.092,oui
3568,"Rhaponticum scariosum Lam., 1779","Rhaponticum scariosum Lam., 1779","Rhaponticum scariosum Lam., 1779","Rhaponticum scariosum Lam., 1779",1,,,,21/10/12,,,Vire herbeuse raide entre la Basse Pisse et la Jargne - 1800m,"Samy Jendoubi, Daniel Fougeray",P,Aucun programme complémentaire,0,GPS,100 m2,,Sud Est,1840,,,,0,0,0,0,0,0,0,,,0,946704.1367,6425652.712,oui
3379,"Acer pseudoplatanus L., 1753","Acer pseudoplatanus L., 1753","Acer pseudoplatanus L., 1753","Acer pseudoplatanus L., 1753",,,1,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Angelica sylvestris L., 1753","Angelica sylvestris L., 1753","Angelica sylvestris L., 1753","Angelica sylvestris L., 1753",+,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Dactylis glomerata L., 1753","Dactylis glomerata L., 1753","Dactylis glomerata L., 1753","Dactylis glomerata L., 1753",1,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Dryopteris filix-mas (L.) Schott, 1834","Dryopteris filix-mas (L.) Schott, 1834","Dryopteris filix-mas (L.) Schott, 1834","Dryopteris filix-mas (L.) Schott, 1834",1,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Gentiana lutea L., 1753","Gentiana lutea L., 1753","Gentiana lutea L., 1753","Gentiana lutea L., 1753",+,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Juniperus communis subsp. nana (Hook.) Syme, 1868","Juniperus communis subsp. nana (Hook.) Syme, 1868","Juniperus communis subsp. nana (Hook.) Syme, 1868","Juniperus communis subsp. nana (Hook.) Syme, 1868",3,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Luzula nivea (L.) DC., 1805","Luzula nivea (L.) DC., 1805","Luzula nivea (L.) DC., 1805","Luzula nivea (L.) DC., 1805",+,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Polystichum lonchitis (L.) Roth, 1799","Polystichum lonchitis (L.) Roth, 1799","Polystichum lonchitis (L.) Roth, 1799","Polystichum lonchitis (L.) Roth, 1799",+,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Primula hirsuta All., 1773","Primula hirsuta All., 1773","Primula hirsuta All., 1773","Primula hirsuta All., 1773",+,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Rhaponticum scariosum Lam., 1779","Rhaponticum scariosum Lam., 1779","Rhaponticum scariosum Lam., 1779","Rhaponticum scariosum Lam., 1779",1,,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Rosa pendulina L., 1753","Rosa pendulina L., 1753","Rosa pendulina L., 1753","Rosa pendulina L., 1753",,,2,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Sambucus racemosa L., 1753","Sambucus racemosa L., 1753","Sambucus racemosa L., 1753","Sambucus racemosa L., 1753",,,+,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Sorbus aria (L.) Crantz, 1763","Sorbus aria (L.) Crantz, 1763","Sorbus aria (L.) Crantz, 1763","Sorbus aria (L.) Crantz, 1763",,,1,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3379,"Vaccinium myrtillus L., 1753","Vaccinium myrtillus L., 1753","Vaccinium myrtillus L., 1753","Vaccinium myrtillus L., 1753",,3,,,16/10/12,Valbonnais,Valjouffrey,Terrain chamois,Christophe Albert,P,Complément flore patrimoniale,0,GPS,100 m2,Oui,Nord Ouest,1700,,3,2,5,10,20,50,50,5,5,,,2,946157.8407,6424254.908,oui
3567,"Hedysarum hedysaroides subsp. boutignyanum (A.Camus) Jauzein, 2010","Hedysarum hedysaroides subsp. boutignyanum (A.Camus) Jauzein, 2010","Hedysarum hedysaroides subsp. boutignyanum (A.Camus) Jauzein, 2010","Hedysarum hedysaroides subsp. boutignyanum (A.Camus) Jauzein, 2010",1,,,,16/10/12,,,"Depuis Combe Folle, Côte Dure, environ 2160m",Samy Jendoubi,P,Aucun programme complémentaire,0,GPS,100 m2,,Sud Est,2160,,,,0,0,0,0,0,0,0,,,0,936300.3798,6433645.361,oui
3378,"Dittrichia graveolens (L.) Greuter, 1973","Dittrichia graveolens (L.) Greuter, 1973","Dittrichia graveolens (L.) Greuter, 1973","Dittrichia graveolens (L.) Greuter, 1973",2,,,,26/09/12,Valbonnais,Valbonnais,Bord de route,"Samy Jendoubi, Gilbert Billard",P,Aucun programme complémentaire,0,GPS,10 m2,,Indéfinie,700,,,,0,0,0,0,0,0,0,,,3,927444.6686,6425541.403,oui
3407,"Alchemilla alpina L., 1753","Alchemilla alpina L., 1753","Alchemilla alpina L., 1753","Alchemilla alpina L., 1753",1,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Anthoxanthum odoratum L., 1753","Anthoxanthum odoratum L., 1753","Anthoxanthum odoratum L., 1753","Anthoxanthum odoratum L., 1753",+,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Astrantia minor L., 1753","Astrantia minor L., 1753","Astrantia minor L., 1753","Astrantia minor L., 1753",+,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Carex sempervirens Vill., 1787","Carex sempervirens Vill., 1787","Carex sempervirens Vill., 1787","Carex sempervirens Vill., 1787",1,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Centaurea uniflora Turra, 1765","Centaurea uniflora Turra, 1765","Centaurea uniflora Turra, 1765","Centaurea uniflora Turra, 1765",+,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Cotoneaster obtusisepalus Gand., 1875","Cotoneaster obtusisepalus Gand., 1875","Cotoneaster obtusisepalus Gand., 1875","Cotoneaster obtusisepalus Gand., 1875",,+,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Festuca acuminata Gaudin, 1811","Festuca acuminata Gaudin, 1811","Festuca acuminata Gaudin, 1811","Festuca acuminata Gaudin, 1811",3,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,Festuca halleri All. subsp. halleri,Festuca halleri All. subsp. halleri,Festuca halleri All. subsp. halleri,Festuca halleri All. subsp. halleri,+,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
3407,"Juncus trifidus L., 1753","Juncus trifidus L., 1753","Juncus trifidus L., 1753","Juncus trifidus L., 1753",1,,,,21/09/12,Valbonnais,Valjouffrey,Terrain chamois - Tête de Ferrand,"Daniel Fougeray, Christophe Albert",P,Aucun programme complémentaire,0,GPS,100 m2,Oui,Sud,2320,,4,3,0,0,0,35,35,10,20,,,0,946571.6378,6426002.486,oui
